Nom compagnie de validation;Tarif Pay�;MOIS;ANNEE;O&D paires d'a�roports
AIR FRANCE;277,49;12;2016;CDG - TXL
AIR FRANCE;277,49;12;2016;CDG - TXL
AIR FRANCE;277,51;6;2017;LYS - NCE
AIR FRANCE;277,54;8;2016;ARN - CDG
AIR FRANCE;277,54;9;2016;ARN - CDG
AIR FRANCE;277,69;12;2017;LYS - NTE
AIR FRANCE;277,7;9;2017;CDG - FCO
AIR FRANCE;277,75;5;2016;ORY - TLN
AIR FRANCE;277,75;6;2016;ORY - TLN
AIR FRANCE;277,75;7;2016;ORY - TLN
AIR FRANCE;277,75;7;2016;ORY - TLN
AIR FRANCE;277,75;7;2016;ORY - TLN
AIR FRANCE;277,75;6;2016;ORY - TLN
AIR FRANCE;277,75;2;2017;BVE - ORY
AIR FRANCE;277,76;4;2017;MRS - ORY
AIR FRANCE;277,76;4;2017;MRS - ORY
AIR FRANCE;277,76;4;2017;MRS - ORY
AIR FRANCE;277,88;2;2018;CDG - CPH
AIR FRANCE;277,94;12;2017;BOD - LYS
AIR FRANCE;278,02;11;2017;CDG - DUB
AIR FRANCE;278,04;2;2017;CDG - DUB
AIR FRANCE;278,04;2;2017;CDG - DUB
AIR FRANCE;278,05;1;2017;BIQ - MRS
AIR FRANCE;278,09;11;2016;DUS - NTE
AIR FRANCE;278,27;6;2016;MAD - ORY
AIR FRANCE;278,31;5;2017;BOD - ORY
AIR FRANCE;278,31;6;2017;BOD - CDG
AIR FRANCE;278,39;7;2017;CDG - WAW
AIR FRANCE;278,42;7;2017;BES - ORY
AIR FRANCE;278,42;9;2017;BES - ORY
AIR FRANCE;278,43;9;2016;BCN - CDG
AIR FRANCE;278,43;9;2016;BCN - CDG
AIR FRANCE;278,46;6;2016;NCE - ORY
AIR FRANCE;278,54;4;2016;BOD - ORY
AIR FRANCE;278,54;6;2016;BOD - ORY
AIR FRANCE;278,54;7;2016;BOD - ORY
AIR FRANCE;278,54;10;2016;BOD - CDG
AIR FRANCE;278,54;12;2016;BOD - CDG
AIR FRANCE;278,54;2;2017;BOD - ORY
AIR FRANCE;278,54;2;2017;BOD - ORY
AIR FRANCE;278,54;3;2017;BOD - ORY
AIR FRANCE;278,55;6;2016;MRS - ORY
AIR FRANCE;278,59;3;2017;BOD - ORY
AIR FRANCE;278,61;12;2016;CDG - NCE
EMIRATES;278,61;5;2017;BAH - DXB
AIR FRANCE;278,63;4;2017;LYS - PUF
AIR FRANCE;278,63;2;2018;CDG - LHR
AIR FRANCE;278,66;3;2016;BOD - ORY
AIR FRANCE;278,66;3;2016;BOD - ORY
AIR FRANCE;278,66;9;2017;LYS - PIS
AIR FRANCE;278,67;4;2017;ORY - TLS
AIR FRANCE;278,67;4;2017;ORY - TLS
AIR FRANCE;278,67;7;2017;ORY - TLS
AIR FRANCE;278,67;7;2017;ORY - TLS
AIR FRANCE;278,67;8;2017;NCE - ORY
AIR FRANCE;278,67;9;2017;ORY - TLS
AIR FRANCE;278,67;10;2017;ORY - TLS
AIR FRANCE;278,67;10;2017;ORY - TLS
AIR FRANCE;278,67;11;2017;ORY - TLS
AIR FRANCE;278,67;11;2017;ORY - TLS
AIR FRANCE;278,67;11;2017;ORY - TLS
AIR FRANCE;278,67;12;2017;ORY - TLS
AIR FRANCE;278,67;1;2018;ORY - TLS
AIR FRANCE;278,67;1;2018;ORY - TLS
AIR FRANCE;278,67;2;2018;ORY - TLS
AIR FRANCE;278,67;2;2018;ORY - TLS
AIR FRANCE;278,73;3;2017;ORY - TLS
AIR FRANCE;278,73;3;2017;ORY - TLS
AIR FRANCE;278,73;3;2017;ORY - TLS
AIR FRANCE;278,75;3;2016;ORY - TLS
AIR FRANCE;278,75;4;2016;NCE - ORY
AIR FRANCE;278,75;4;2016;ORY - TLS
AIR FRANCE;278,75;4;2016;ORY - TLS
AIR FRANCE;278,75;5;2016;NCE - ORY
AIR FRANCE;278,75;5;2016;ORY - TLS
AIR FRANCE;278,75;6;2016;ORY - TLS
AIR FRANCE;278,75;6;2016;ORY - TLS
AIR FRANCE;278,75;6;2016;ORY - TLS
AIR FRANCE;278,75;6;2016;ORY - TLS
AIR FRANCE;278,75;7;2016;ORY - TLS
AIR FRANCE;278,75;4;2016;ORY - TLS
AIR FRANCE;278,75;8;2016;ORY - TLS
AIR FRANCE;278,75;9;2016;ORY - TLS
AIR FRANCE;278,75;9;2016;ORY - TLS
AIR FRANCE;278,75;9;2016;ORY - TLS
AIR FRANCE;278,75;11;2016;ORY - TLS
AIR FRANCE;278,75;12;2016;ORY - TLS
AIR FRANCE;278,75;1;2017;ORY - TLS
AIR FRANCE;278,76;3;2017;ORY - TLS
AIR FRANCE;278,76;3;2017;ORY - TLS
AIR FRANCE;278,76;3;2017;ORY - TLS
AIR FRANCE;278,76;3;2017;ORY - TLS
AIR FRANCE;278,76;9;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;11;2017;MRS - ORY
AIR FRANCE;278,76;2;2018;MRS - ORY
AIR FRANCE;278,76;2;2018;MRS - ORY
AIR FRANCE;278,78;12;2016;CDG - FCO
AIR FRANCE;278,78;8;2017;BOD - LIL
AIR FRANCE;278,83;3;2017;ORY - TLS
AIR FRANCE;278,88;1;2018;BCN - CDG
AIR FRANCE;278,89;3;2016;NCE - ORY
AIR FRANCE;278,89;5;2016;PTP - SFG
AIR FRANCE;278,89;5;2016;PTP - SFG
AIR FRANCE;278,89;9;2016;PTP - SFG
AIR FRANCE;278,89;10;2016;PTP - SFG
AIR FRANCE;278,91;7;2016;ARN - LYS
AIR FRANCE;278,96;11;2016;ORY - TLN
AIR FRANCE;278,96;1;2017;ORY - TLN
AIR FRANCE;278,96;3;2017;ORY - TLN
AIR FRANCE;279,01;11;2016;BOD - LYS
AIR FRANCE;279,02;3;2017;BES - ORY
AIR FRANCE;279,03;6;2017;LYS - TXL
AIR FRANCE;279,04;8;2016;MRS - ORY
AIR FRANCE;279,04;8;2016;MRS - ORY
AIR FRANCE;279,04;12;2016;MRS - ORY
AIR FRANCE;279,05;9;2017;ORY - TLS
AIR FRANCE;279,09;3;2017;MRS - ORY
AIR FRANCE;279,09;4;2017;MRS - ORY
AIR FRANCE;279,09;5;2017;NTE - TLS
AIR FRANCE;279,09;5;2017;MRS - ORY
AIR FRANCE;279,09;6;2017;MRS - ORY
AIR FRANCE;279,09;6;2017;MRS - ORY
AIR FRANCE;279,09;7;2017;MRS - ORY
AIR FRANCE;279,09;7;2017;MRS - ORY
AIR FRANCE;279,09;8;2017;MRS - ORY
AIR FRANCE;279,09;8;2017;MRS - ORY
AIR FRANCE;279,09;9;2017;MRS - ORY
AIR FRANCE;279,09;9;2017;MRS - ORY
AIR FRANCE;279,09;10;2017;MRS - ORY
AIR FRANCE;279,09;10;2017;MRS - ORY
AIR FRANCE;279,09;11;2017;MRS - ORY
AIR FRANCE;279,09;11;2017;CDG - MRS
AIR FRANCE;279,09;12;2017;MRS - ORY
AIR FRANCE;279,09;1;2018;CDG - MRS
AIR FRANCE;279,09;1;2018;MRS - ORY
AIR FRANCE;279,09;1;2018;MRS - ORY
AIR FRANCE;279,09;2;2018;MRS - ORY
AIR FRANCE;279,11;5;2016;CDG - HEL
AIR FRANCE;279,11;5;2016;CDG - HEL
AIR FRANCE;279,11;5;2016;CDG - HEL
AIR FRANCE;279,11;5;2016;CDG - HEL
AIR FRANCE;279,11;5;2016;CDG - HEL
AIR FRANCE;279,11;5;2016;CDG - HEL
AIR FRANCE;279,11;5;2016;CDG - HEL
AIR FRANCE;279,17;5;2016;CDG - CPH
AIR FRANCE;279,28;10;2016;CDG - KRK
AIR FRANCE;279,28;10;2016;CDG - KRK
AIR FRANCE;279,29;3;2016;MRS - ORY
AIR FRANCE;279,29;4;2016;MRS - ORY
AIR FRANCE;279,29;5;2016;CDG - MRS
AIR FRANCE;279,29;5;2016;MRS - ORY
AIR FRANCE;279,29;5;2016;MRS - ORY
AIR FRANCE;279,29;6;2016;MRS - ORY
AIR FRANCE;279,29;6;2016;MRS - ORY
AIR FRANCE;279,29;6;2016;MRS - ORY
AIR FRANCE;279,29;7;2016;MRS - ORY
AIR FRANCE;279,29;7;2016;MRS - ORY
AIR FRANCE;279,29;6;2016;MRS - ORY
AIR FRANCE;279,29;6;2016;MRS - ORY
AIR FRANCE;279,29;8;2016;MRS - ORY
AIR FRANCE;279,29;9;2016;MRS - ORY
AIR FRANCE;279,29;9;2016;MRS - ORY
AIR FRANCE;279,29;10;2016;CDG - MRS
AIR FRANCE;279,29;10;2016;MRS - ORY
AIR FRANCE;279,29;10;2016;MRS - ORY
AIR FRANCE;279,29;1;2017;MRS - ORY
AIR FRANCE;279,29;2;2017;MRS - ORY
AIR FRANCE;279,29;3;2017;MRS - ORY
AIR FRANCE;279,29;3;2017;MRS - ORY
AIR FRANCE;279,29;3;2017;MRS - ORY
AIR FRANCE;279,35;3;2016;CDG - VCE
AIR FRANCE;279,43;9;2017;ORY - TLN
AIR FRANCE;279,43;9;2017;ORY - TLN
AIR FRANCE;279,43;1;2018;ORY - TLN
AIR FRANCE;279,47;12;2016;BOD - LIL
AIR FRANCE;279,47;11;2017;MRS - TLS
AIR FRANCE;279,47;1;2018;MRS - TLS
AIR FRANCE;279,49;1;2017;CDG - VCE
AIR FRANCE;279,5;12;2017;AGF - ORY
AIR FRANCE;279,53;2;2018;CDG - MUC
AIR FRANCE;279,55;2;2018;CDG - VIE
AIR FRANCE;279,67;2;2018;MPL - ORY
AIR FRANCE;279,73;3;2017;ORY - TLS
AIR FRANCE;279,73;3;2017;ORY - TLS
AIR FRANCE;279,75;3;2016;ORY - TLS
AIR FRANCE;279,75;3;2016;ORY - TLS
AIR FRANCE;279,75;12;2016;MPL - ORY
AIR FRANCE;279,75;6;2017;CDG - LHR
AIR FRANCE;279,76;2;2017;ORY - TLS
AIR FRANCE;279,76;4;2017;BHX - CDG
AIR FRANCE;279,82;9;2016;CDG - NCE
AIR FRANCE;279,82;9;2016;CDG - NCE
AIR FRANCE;279,96;4;2017;CDG - TLS
AIR FRANCE;279,96;5;2017;CDG - TLS
AIR FRANCE;279,96;10;2017;CDG - TLS
AIR FRANCE;279,97;10;2016;LYS - NCE
AIR FRANCE;280,05;6;2017;CDG - MRS
AIR FRANCE;280,05;6;2017;ORY - TLS
AIR FRANCE;280,05;7;2017;ORY - TLS
AIR FRANCE;280,05;7;2017;ORY - TLS
AIR FRANCE;280,05;7;2017;ORY - TLS
AIR FRANCE;280,05;7;2017;ORY - TLS
AIR FRANCE;280,05;9;2017;ORY - TLS
AIR FRANCE;280,05;12;2017;ORY - TLS
AIR FRANCE;280,05;12;2017;ORY - TLS
AIR FRANCE;280,09;1;2017;ALG - BOD
AIR FRANCE;280,09;2;2018;CDG - HAM
AIR FRANCE;280,11;3;2016;CFE - NTE
AIR FRANCE;280,11;6;2016;CDG - TLS
AIR FRANCE;280,11;8;2016;CDG - TLS
AIR FRANCE;280,11;9;2016;CDG - NCE
AIR FRANCE;280,11;11;2016;CDG - NCE
AIR FRANCE;280,11;12;2016;CDG - TLS
AIR FRANCE;280,11;2;2017;CDG - TLS
AIR FRANCE;280,11;3;2017;CDG - TLS
AIR FRANCE;280,22;8;2016;LIL - MRS
AIR FRANCE;280,25;12;2017;BHX - CDG
AIR FRANCE;280,32;10;2016;CDG - OTP
AIR FRANCE;280,4;11;2016;CDG - MRS
AIR FRANCE;280,42;3;2017;CDG - MPL
AIR FRANCE;280,48;10;2016;LYS - TLS
AIR FRANCE;280,52;6;2016;CDG - LIS
AIR FRANCE;280,63;8;2017;CDG - ZRH
AIR FRANCE;280,63;8;2017;CDG - ZRH
AIR FRANCE;280,69;6;2017;CDG - LHR
AIR FRANCE;280,69;6;2017;CDG - LHR
AIR FRANCE;280,75;6;2017;BSL - CDG
AIR FRANCE;280,76;4;2017;MRS - ORY
AIR FRANCE;280,76;4;2017;MRS - ORY
AIR FRANCE;280,76;5;2017;MRS - ORY
AIR FRANCE;280,76;5;2017;CDG - ORY
AIR FRANCE;280,76;6;2017;MRS - ORY
AIR FRANCE;280,76;9;2017;MRS - ORY
AIR FRANCE;280,76;10;2017;MRS - ORY
AIR FRANCE;280,76;10;2017;MRS - ORY
AIR FRANCE;280,76;11;2017;MRS - ORY
AIR FRANCE;280,76;11;2017;MRS - ORY
AIR FRANCE;280,76;12;2017;MRS - ORY
AIR FRANCE;280,76;1;2018;MRS - ORY
AIR FRANCE;280,76;1;2018;MRS - ORY
AIR FRANCE;280,81;6;2017;CDG - LHR
LUFTHANSA GERMAN AIRLINES;280,9;9;2017;MAN - MUC
AIR FRANCE;280,9;9;2017;CDG - LHR
AIR FRANCE;280,92;1;2018;BCN - CDG
AIR FRANCE;280,95;10;2017;TLS - URO
AIR FRANCE;280,96;12;2016;ORY - TLN
AIR FRANCE;280,96;1;2018;CDG - ZRH
AIR FRANCE;280,97;9;2016;AJA - ORY
AIR FRANCE;281,04;3;2016;MRS - ORY
AIR FRANCE;281,04;4;2016;MRS - ORY
AIR FRANCE;281,04;4;2016;MRS - ORY
AIR FRANCE;281,04;5;2016;MRS - ORY
AIR FRANCE;281,04;7;2016;MRS - ORY
AIR FRANCE;281,04;9;2016;MRS - ORY
AIR FRANCE;281,04;9;2016;MRS - ORY
AIR FRANCE;281,04;9;2016;MRS - ORY
AIR FRANCE;281,04;10;2016;MRS - ORY
AIR FRANCE;281,04;10;2016;MRS - ORY
AIR FRANCE;281,04;10;2016;MRS - ORY
AIR FRANCE;281,04;12;2016;MRS - ORY
AIR FRANCE;281,04;12;2016;MRS - ORY
AIR FRANCE;281,04;1;2017;MRS - ORY
AIR FRANCE;281,04;2;2017;MRS - ORY
AIR FRANCE;281,04;2;2017;MRS - ORY
AIR FRANCE;281,04;2;2017;MRS - ORY
AIR FRANCE;281,04;3;2017;MRS - ORY
AIR FRANCE;281,04;3;2017;MRS - ORY
AIR FRANCE;281,04;3;2017;MRS - ORY
AIR FRANCE;281,07;9;2017;CDG - CPH
AIR FRANCE;281,1;6;2017;CDG - LHR
AIR FRANCE;281,18;4;2016;LYS - NCE
AIR FRANCE;281,18;4;2016;LYS - NCE
AIR FRANCE;281,18;3;2017;MRS - ORY
AIR FRANCE;281,18;3;2017;MRS - ORY
AIR FRANCE;281,27;4;2016;MRS - NTE
AIR FRANCE;281,31;7;2016;BEG - CDG
AIR FRANCE;281,33;4;2016;CDG - LIN
AIR FRANCE;281,38;10;2017;AJA - ORY
AIR FRANCE;281,38;10;2017;AJA - ORY
AIR FRANCE;281,39;11;2016;CDG - TXL
AIR FRANCE;281,4;12;2017;BUD - CDG
AIR FRANCE;281,45;1;2018;CDG - HAJ
AIR FRANCE;281,47;9;2016;BOD - LIL
AIR FRANCE;281,6;4;2016;MRS - RNS
AIR FRANCE;281,64;8;2017;CDG - LHR
AIR FRANCE;281,64;8;2017;CDG - LHR
AIR FRANCE;281,64;8;2017;CDG - LHR
AIR FRANCE;281,64;11;2017;LYS - URO
AIR FRANCE;281,7;5;2016;ORY - TLN
AIR FRANCE;281,75;6;2016;ORY - TLS
AIR FRANCE;281,75;10;2016;ORY - TLN
AIR FRANCE;281,75;11;2016;ORY - TLN
AIR FRANCE;281,77;7;2016;MRS - RNS
AIR FRANCE;281,88;7;2016;CDG - GVA
AIR FRANCE;281,94;7;2017;CDG - ZRH
AIR FRANCE;281,96;4;2016;ORY - TLN
AIR FRANCE;281,96;9;2017;BCN - CDG
AIR FRANCE;281,98;5;2017;BOD - ORY
AIR FRANCE;281,98;5;2017;BOD - ORY
AIR FRANCE;282,03;9;2017;CDG - LHR
AIR FRANCE;282,04;12;2016;CDG - DUB
AIR FRANCE;282,05;4;2017;CDG - MRS
AIR FRANCE;282,05;10;2017;CDG - MRS
AIR FRANCE;282,05;10;2017;CDG - MRS
AIR FRANCE;282,05;11;2017;CDG - MRS
AIR FRANCE;282,05;12;2017;CDG - MRS
AIR FRANCE;282,21;12;2016;BOD - NCE
AIR FRANCE;282,26;3;2017;BOD - ORY
AIR FRANCE;282,29;3;2016;BOD - ORY
AIR FRANCE;282,29;2;2017;BOD - ORY
AIR FRANCE;282,34;1;2018;NCE - ORY
AIR FRANCE;282,4;5;2016;CDG - MRS
AIR FRANCE;282,4;5;2016;CDG - MRS
AIR FRANCE;282,4;5;2016;CDG - MRS
AIR FRANCE;282,4;6;2016;CDG - MRS
AIR FRANCE;282,4;6;2016;CDG - MRS
AIR FRANCE;282,4;2;2017;CDG - MRS
AIR FRANCE;282,4;3;2017;CDG - MRS
AIR FRANCE;282,4;3;2017;CDG - MRS
AIR FRANCE;282,49;10;2016;HAJ - RNS
AIR FRANCE;282,53;6;2017;MPL - NTE
AIR FRANCE;282,54;6;2017;NCE - ORY
AIR FRANCE;282,54;6;2017;NCE - ORY
AIR FRANCE;282,54;9;2017;NCE - ORY
AIR FRANCE;282,54;9;2017;NCE - ORY
AIR FRANCE;282,54;9;2017;NCE - ORY
AIR FRANCE;282,6;3;2016;MRS - ORY
AIR FRANCE;282,6;3;2016;MRS - ORY
AIR FRANCE;282,62;3;2017;CDG - PRG
AIR FRANCE;282,7;5;2017;CDG - DUB
AIR FRANCE;282,78;7;2017;CDG - TXL
AIR FRANCE;282,91;11;2017;CDG - TXL
AIR FRANCE;282,98;9;2016;CDG - PRG
AIR FRANCE;283,03;3;2016;ORY - PGF
AIR FRANCE;283,04;4;2016;NCE - ORY
AIR FRANCE;283,04;5;2017;CDG - PRG
AIR FRANCE;283,07;8;2017;ARN - CDG
AIR FRANCE;283,1;9;2016;CDG - PRG
AIR FRANCE;283,15;9;2016;CDG - CPH
AIR FRANCE;283,16;10;2017;LYS - RNS
AIR FRANCE;283,22;6;2017;CDG - PRG
AIR FRANCE;283,23;10;2017;CDG - MPL
AIR FRANCE;283,23;10;2017;CDG - MPL
AIR FRANCE;283,23;10;2017;CDG - MPL
AIR FRANCE;283,23;10;2017;CDG - MPL
AIR FRANCE;283,25;1;2017;NCE - ORY
LUFTHANSA GERMAN AIRLINES;283,26;2;2018;BSL - DUB
AIR FRANCE;283,38;5;2017;NCE - TLS
AIR FRANCE;283,44;7;2017;CDG - PRG
AIR FRANCE;283,46;4;2016;NCE - ORY
AIR FRANCE;283,46;7;2016;NCE - ORY
AIR FRANCE;283,53;10;2017;CDG - PRG
AIR FRANCE;283,59;9;2016;BIQ - MRS
AIR FRANCE;283,62;10;2017;CDG - PRG
AIR FRANCE;283,62;12;2017;CDG - NCE
AIR FRANCE;283,65;2;2018;DUS - MRS
AIR FRANCE;283,66;7;2017;GVA - PRG
AIR FRANCE;283,67;4;2017;ORY - TLN
AIR FRANCE;283,67;9;2017;BVE - ORY
AIR FRANCE;283,67;10;2017;ORY - TLN
AIR FRANCE;283,68;4;2017;BIQ - CDG
AIR FRANCE;283,68;10;2017;BIQ - CDG
AIR FRANCE;283,7;8;2016;CDG - DUB
AIR FRANCE;283,75;10;2016;ORY - TLN
AIR FRANCE;283,75;3;2017;ORY - TLN
AIR FRANCE;283,76;8;2016;ORY - TLS
AIR FRANCE;283,76;12;2017;MRS - ORY
AIR FRANCE;283,76;1;2018;MRS - ORY
AIR FRANCE;283,78;6;2017;BOD - LIL
AIR FRANCE;283,85;8;2017;LIL - TLS
AIR FRANCE;283,85;9;2017;LIL - TLS
AIR FRANCE;283,85;10;2017;LIL - TLS
AIR FRANCE;283,85;10;2017;LIL - TLS
AIR FRANCE;283,87;2;2018;CDG - LIS
AIR FRANCE;283,88;11;2017;CDG - CPH
AIR FRANCE;283,96;2;2017;CDG - TXL
AIR FRANCE;283,96;8;2017;CDG - ZRH
AIR FRANCE;283,99;10;2016;CDG - VCE
AIR FRANCE;284,03;6;2017;CDG - CPH
AIR FRANCE;284,04;3;2016;MRS - ORY
AIR FRANCE;284,04;3;2016;MRS - ORY
AIR FRANCE;284,04;5;2016;MRS - ORY
AIR FRANCE;284,04;6;2016;MRS - ORY
AIR FRANCE;284,05;8;2017;ORY - TLS
AIR FRANCE;284,05;10;2017;LIL - TLS
AIR FRANCE;284,27;5;2016;MAD - ORY
AIR FRANCE;284,27;5;2016;MAD - ORY
AIR FRANCE;284,27;7;2016;MAD - ORY
AIR FRANCE;284,29;4;2016;BOD - ORY
AIR FRANCE;284,33;2;2018;MRS - NTE
AIR FRANCE;284,39;7;2016;MPL - NTE
AIR FRANCE;284,47;4;2016;BOD - LIL
AIR FRANCE;284,49;7;2016;CDG - VCE
AIR FRANCE;284,49;7;2016;CDG - VCE
AIR FRANCE;284,49;8;2016;CDG - VCE
AIR FRANCE;284,56;11;2016;MRS - PRG
AIR FRANCE;284,61;10;2016;CDG - NCE
AIR FRANCE;284,61;1;2017;CDG - NCE
AIR FRANCE;284,67;4;2017;BES - ORY
AIR FRANCE;284,69;8;2016;CDG - ZRH
AIR FRANCE;284,75;6;2016;ORY - TLN
AIR FRANCE;284,79;11;2017;CDG - VIE
AIR FRANCE;284,82;6;2016;CDG - NCE
AIR FRANCE;284,88;2;2018;CPH - VCE
AIR FRANCE;285,01;3;2016;BIQ - ORY
AIR FRANCE;285,06;7;2016;BES - TLN
AIR FRANCE;285,1;11;2016;CDG - ZRH
AIR FRANCE;285,13;4;2016;CDG - TLS
AIR FRANCE;285,13;7;2016;CDG - TLS
AIR FRANCE;285,28;4;2017;CDG - OTP
AIR FRANCE;285,45;2;2017;CDG - CFE
AIR FRANCE;285,51;3;2016;CDG - MAD
AIR FRANCE;285,51;3;2016;CDG - MAD
AIR FRANCE;285,51;5;2016;CDG - MAD
AIR FRANCE;285,51;10;2016;CDG - MAD
AIR FRANCE;285,51;10;2016;CDG - MAD
AIR FRANCE;285,63;3;2016;ORY - TLS
AIR FRANCE;285,65;1;2017;BOD - CDG
AIR FRANCE;285,7;7;2017;CDG - GVA
AIR FRANCE;285,75;3;2016;ORY - TLN
AIR FRANCE;285,75;4;2017;BES - CDG
AIR FRANCE;285,75;5;2017;BES - CDG
AIR FRANCE;285,75;5;2017;BES - ORY
AIR FRANCE;285,75;6;2017;BES - CDG
AIR FRANCE;285,75;9;2017;BES - CDG
AIR FRANCE;285,75;10;2017;BES - CDG
AIR FRANCE;285,75;12;2017;BES - ORY
AIR FRANCE;285,9;4;2017;MPL - NTE
AIR FRANCE;285,94;7;2016;LIL - TLS
AIR FRANCE;285,94;9;2016;LIL - TLS
AIR FRANCE;285,94;9;2016;LIL - TLS
AIR FRANCE;285,94;9;2016;LIL - TLS
AIR FRANCE;285,94;9;2016;LIL - TLS
AIR FRANCE;285,94;9;2016;LIL - TLS
AIR FRANCE;285,96;10;2017;BES - CDG
AIR FRANCE;285,96;2;2018;CDG - VIE
LUFTHANSA GERMAN AIRLINES;285,97;4;2016;LYS - MUC
LUFTHANSA GERMAN AIRLINES;285,97;4;2016;LYS - MUC
LUFTHANSA GERMAN AIRLINES;285,97;4;2016;LYS - MUC
AIR FRANCE;286,03;4;2017;CDG - CPH
AIR FRANCE;286,04;1;2017;CDG - CPH
AIR FRANCE;286,07;7;2016;BSL - MAN
AIR FRANCE;286,13;10;2016;CDG - TLS
EMIRATES;286,14;4;2016;BEY - DXB
AIR FRANCE;286,22;3;2016;MUC - XDB
AIR FRANCE;286,22;3;2016;MUC - XDB
AIR FRANCE;286,31;7;2016;BES - ORY
AIR FRANCE;286,46;6;2016;NCE - ORY
AIR FRANCE;286,47;1;2018;CDG - RBA
AIR FRANCE;286,48;6;2016;CDG - MAN
LUFTHANSA GERMAN AIRLINES;286,59;6;2016;BUD - DUS
AIR FRANCE;286,67;3;2017;MRS - ORY
AIR FRANCE;286,67;4;2017;MRS - ORY
AIR FRANCE;286,67;4;2017;MRS - ORY
AIR FRANCE;286,67;5;2017;MRS - ORY
AIR FRANCE;286,67;5;2017;MRS - ORY
AIR FRANCE;286,67;6;2017;MRS - ORY
AIR FRANCE;286,67;7;2017;MRS - ORY
AIR FRANCE;286,67;8;2017;MRS - ORY
AIR FRANCE;286,67;8;2017;MRS - ORY
AIR FRANCE;286,67;9;2017;MRS - ORY
AIR FRANCE;286,67;10;2017;MRS - ORY
AIR FRANCE;286,67;10;2017;MRS - ORY
AIR FRANCE;286,67;11;2017;MRS - ORY
AIR FRANCE;286,69;11;2017;LYS - NTE
AIR FRANCE;286,69;1;2018;LYS - NTE
AIR FRANCE;286,69;2;2018;LYS - NTE
AIR FRANCE;286,69;2;2018;LYS - NTE
AIR FRANCE;286,69;2;2018;LYS - NTE
AIR FRANCE;286,74;2;2017;CDG - FRA
AIR FRANCE;286,74;3;2017;CDG - FRA
AIR FRANCE;286,75;4;2016;MRS - ORY
AIR FRANCE;286,75;5;2016;MRS - ORY
AIR FRANCE;286,75;5;2016;MRS - ORY
AIR FRANCE;286,75;5;2016;MRS - ORY
AIR FRANCE;286,75;5;2016;MRS - ORY
AIR FRANCE;286,75;5;2016;MRS - ORY
AIR FRANCE;286,75;6;2016;MRS - ORY
AIR FRANCE;286,75;9;2016;MRS - ORY
AIR FRANCE;286,75;9;2016;MRS - ORY
AIR FRANCE;286,75;9;2016;MRS - ORY
AIR FRANCE;286,75;9;2016;MRS - ORY
AIR FRANCE;286,75;9;2016;MRS - ORY
AIR FRANCE;286,75;10;2016;MRS - ORY
AIR FRANCE;286,75;10;2016;MRS - ORY
AIR FRANCE;286,75;10;2016;MRS - ORY
AIR FRANCE;286,75;11;2016;MRS - ORY
AIR FRANCE;286,75;11;2016;MRS - ORY
AIR FRANCE;286,75;12;2016;MRS - ORY
AIR FRANCE;286,75;12;2016;MRS - ORY
AIR FRANCE;286,75;2;2017;MRS - ORY
AIR FRANCE;286,75;3;2017;MRS - ORY
AIR FRANCE;286,75;3;2017;MRS - ORY
AIR FRANCE;286,78;3;2016;CDG - RBA
AIR FRANCE;286,88;12;2017;BCN - CDG
AIR FRANCE;286,93;1;2018;CDG - MAD
AIR FRANCE;286,96;9;2017;CDG - MUC
AIR FRANCE;286,96;9;2017;CDG - MUC
AIR FRANCE;286,98;7;2017;BOD - ORY
AIR FRANCE;287,18;10;2017;NTE - SOU
AIR FRANCE;287,18;10;2017;NTE - SOU
AIR FRANCE;287,21;8;2017;CDG - OTP
AIR FRANCE;287,25;5;2016;BOD - NCE
AIR FRANCE;287,29;3;2016;BOD - ORY
AIR FRANCE;287,29;6;2016;MRS - SXB
AIR FRANCE;287,34;10;2017;NCE - ORY
AIR FRANCE;287,34;1;2018;NCE - ORY
AIR FRANCE;287,34;1;2018;NCE - ORY
AIR FRANCE;287,34;1;2018;NCE - ORY
AIR FRANCE;287,38;10;2016;CDG - EDI
AIR FRANCE;287,45;3;2017;CDG - GVA
AIR FRANCE;287,45;6;2017;BEG - CDG
AIR FRANCE;287,49;6;2017;BOD - NCE
AIR FRANCE;287,51;2;2018;CDG - MAN
AIR FRANCE;287,54;4;2017;NCE - ORY
AIR FRANCE;287,54;4;2017;NCE - ORY
AIR FRANCE;287,54;5;2017;NCE - ORY
AIR FRANCE;287,54;6;2017;CDG - NCE
AIR FRANCE;287,54;8;2017;NCE - ORY
AIR FRANCE;287,54;8;2017;NCE - ORY
AIR FRANCE;287,54;8;2017;NCE - ORY
AIR FRANCE;287,54;9;2017;NCE - ORY
AIR FRANCE;287,54;10;2017;NCE - ORY
AIR FRANCE;287,7;11;2017;NTE - SXB
AIR FRANCE;287,72;9;2017;CDG - RBA
